# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "gene_id" "-a" "data/raw_external/NCTC8325.gff3.gz" "-o" "results/tables/counts.tsv" "intermediate/SRR935090.sorted.bam" "intermediate/SRR935091.sorted.bam" "intermediate/SRR935092.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	intermediate/SRR935090.sorted.bam	intermediate/SRR935091.sorted.bam	intermediate/SRR935092.sorted.bam
SAOUHSC_00867	Chromosome	833949	834059	+	111	0	0	0
SAOUHSC_00868	Chromosome	834056	834259	+	204	0	2	0
SAOUHSC_00869	Chromosome	834275	835732	+	1458	8	12	25
SAOUHSC_00870	Chromosome	835729	836943	+	1215	16	10	20
SAOUHSC_00871	Chromosome	836961	837197	+	237	1	0	7
SAOUHSC_00872	Chromosome	837194	838369	+	1176	22	12	39
SAOUHSC_00873	Chromosome	838632	838874	-	243	7	1	16
SAOUHSC_00874	Chromosome	838975	839298	+	324	0	2	4
SAOUHSC_00875	Chromosome	839357	840421	-	1065	6	2	11
SAOUHSC_00876	Chromosome	840738	840974	+	237	0	0	1
SAOUHSC_00877	Chromosome	840987	841346	+	360	3	0	5
SAOUHSC_00878	Chromosome	841800	843008	+	1209	27	7	88
SAOUHSC_00879	Chromosome	843139	844614	+	1476	4	1	5
SAOUHSC_00880	Chromosome	845025	846341	+	1317	4	4	2
SAOUHSC_00881	Chromosome	846360	846734	+	375	0	4	4
SAOUHSC_00882	Chromosome	846790	847944	-	1155	1	0	1
SAOUHSC_00883	Chromosome	848193	848549	-	357	1	0	5
SAOUHSC_00884	Chromosome	848527	848820	-	294	0	2	0
SAOUHSC_00885	Chromosome	848820	849299	-	480	3	5	4
SAOUHSC_00886	Chromosome	849301	850797	-	1497	11	4	11
SAOUHSC_00887	Chromosome	850790	851119	-	330	1	2	2
SAOUHSC_00888	Chromosome	851131	851559	-	429	3	3	1
SAOUHSC_00889	Chromosome	851552	853957	-	2406	10	16	30
SAOUHSC_00890	Chromosome	854088	854471	-	384	1	0	2
SAOUHSC_00891	Chromosome	854535	855128	+	594	6	2	19
SAOUHSC_00892	Chromosome	855577	855921	+	345	2	4	6
SAOUHSC_00893	Chromosome	856283	857410	+	1128	2	0	2
SAOUHSC_00894	Chromosome	857718	858908	+	1191	1	3	2
SAOUHSC_00895	Chromosome	859017	860261	+	1245	1	5	0
SAOUHSC_00896	Chromosome	860487	860678	+	192	0	0	0
SAOUHSC_00897	Chromosome	860764	861693	-	930	1	0	0
SAOUHSC_00898	Chromosome	861935	863314	-	1380	1	1	4
SAOUHSC_00899	Chromosome	863304	864509	-	1206	0	0	1
SAOUHSC_00900	Chromosome	864860	866191	+	1332	26	3	66
SAOUHSC_00901	Chromosome	866516	867091	+	576	1	1	2
SAOUHSC_00902	Chromosome	867096	867620	+	525	1	0	6
SAOUHSC_00903	Chromosome	867744	868211	+	468	3	1	10
SAOUHSC_00904	Chromosome	868371	871847	+	3477	2	2	11
SAOUHSC_00905	Chromosome	871848	875501	+	3654	3	6	13
SAOUHSC_00906	Chromosome	875667	876569	+	903	17	11	35
SAOUHSC_00907	Chromosome	876898	877287	+	390	0	5	4
SAOUHSC_00908	Chromosome	877458	878774	-	1317	15	1	11
SAOUHSC_00909	Chromosome	878826	879650	-	825	5	0	5
SAOUHSC_00910	Chromosome	879806	880072	+	267	6	12	7
SAOUHSC_00911	Chromosome	880619	882433	+	1815	2	1	2
SAOUHSC_00912	Chromosome	882636	885245	+	2610	8	19	7
SAOUHSC_00913	Chromosome	885304	886173	-	870	0	0	1
SAOUHSC_00914	Chromosome	886283	887428	+	1146	0	0	0
SAOUHSC_00915	Chromosome	887412	888053	+	642	0	0	0
SAOUHSC_00916	Chromosome	888046	889164	+	1119	0	0	0
SAOUHSC_00917	Chromosome	889148	889663	+	516	2	0	0
SAOUHSC_00918	Chromosome	889974	890408	+	435	0	6	5
SAOUHSC_00919	Chromosome	890665	890850	-	186	6	0	7
SAOUHSC_00920	Chromosome	891145	892086	+	942	23	7	45
SAOUHSC_00921	Chromosome	892098	893342	+	1245	27	9	68
SAOUHSC_00922	Chromosome	893397	893768	-	372	0	0	0
SAOUHSC_00923	Chromosome	894011	894937	+	927	0	0	1
SAOUHSC_00924	Chromosome	894937	896007	+	1071	0	2	0
SAOUHSC_00925	Chromosome	896024	897106	+	1083	2	0	0
SAOUHSC_00926	Chromosome	897096	898037	+	942	0	0	0
SAOUHSC_00927	Chromosome	898056	899711	+	1656	2	1	1
SAOUHSC_00928	Chromosome	899923	901638	+	1716	0	0	0
SAOUHSC_00929	Chromosome	901689	902675	+	987	0	0	1
SAOUHSC_00930	Chromosome	902678	903658	+	981	0	0	0
SAOUHSC_00931	Chromosome	903651	904613	+	963	0	0	0
SAOUHSC_00932	Chromosome	904625	905506	+	882	0	0	0
SAOUHSC_00933	Chromosome	905548	906537	-	990	4	1	10
SAOUHSC_00934	Chromosome	906832	907227	+	396	38	55	45
SAOUHSC_00935	Chromosome	907598	908317	+	720	9	17	12
SAOUHSC_00936	Chromosome	908438	909424	+	987	0	0	0
SAOUHSC_00937	Chromosome	909472	911280	+	1809	8	0	15
EBG00001047369	Chromosome	911380	911477	-	98	0	0	1
EBG00001047356	Chromosome	911443	911561	-	119	1	0	0
SAOUHSC_00938	Chromosome	911740	912546	-	807	6	0	7
SAOUHSC_00939	Chromosome	912569	912886	-	318	4	0	2
SAOUHSC_00940	Chromosome	913038	913631	-	594	2	0	4
SAOUHSC_00941	Chromosome	913817	914164	+	348	2	1	3
SAOUHSC_00942	Chromosome	914181	914816	+	636	5	0	9
SAOUHSC_00943	Chromosome	914833	915642	+	810	4	3	7
SAOUHSC_00944	Chromosome	915639	916493	+	855	1	3	1
SAOUHSC_00945	Chromosome	916514	917899	+	1386	2	4	6
SAOUHSC_00946	Chromosome	917909	919753	+	1845	3	3	13
SAOUHSC_00947	Chromosome	920031	920801	+	771	28	14	21
SAOUHSC_00948	Chromosome	920996	922081	-	1086	2	1	8
SAOUHSC_00949	Chromosome	922423	923991	+	1569	0	0	0
SAOUHSC_00950	Chromosome	924133	924891	+	759	2	2	0
SAOUHSC_00951	Chromosome	925085	925594	+	510	1	12	9
SAOUHSC_00952	Chromosome	925707	926915	-	1209	5	6	5
SAOUHSC_00953	Chromosome	926875	928050	-	1176	7	1	15
SAOUHSC_00954	Chromosome	928483	929964	+	1482	5	2	9
SAOUHSC_00955	Chromosome	929948	930208	+	261	0	1	1
SAOUHSC_00956	Chromosome	930208	931770	+	1563	2	7	15
SAOUHSC_00957	Chromosome	932072	932875	+	804	2	1	8
SAOUHSC_00958	Chromosome	933094	935418	+	2325	3	2	8
SAOUHSC_00959	Chromosome	935435	936793	+	1359	4	11	8
SAOUHSC_00960	Chromosome	936932	938443	+	1512	1	1	5
SAOUHSC_00961	Chromosome	938930	939460	-	531	0	1	0
SAOUHSC_00962	Chromosome	939709	939927	+	219	1	0	0
SAOUHSC_00963	Chromosome	940008	940994	-	987	1	0	7
SAOUHSC_00964	Chromosome	941193	941369	+	177	1	0	8
SAOUHSC_00965	Chromosome	941384	941986	+	603	4	1	8
EBG00001047285	Chromosome	942148	942330	-	183	0	1	1
SAOUHSC_00966	Chromosome	942257	942364	+	108	0	0	0
SAOUHSC_00967	Chromosome	942903	943004	+	102	0	0	0
SAOUHSC_00968	Chromosome	943330	945294	+	1965	0	0	0
SAOUHSC_00969	Chromosome	945297	945617	+	321	0	0	0
SAOUHSC_00970	Chromosome	945614	946255	+	642	0	0	0
SAOUHSC_00971	Chromosome	946343	946633	-	291	0	0	2
SAOUHSC_00972	Chromosome	946912	947199	+	288	0	0	0
SAOUHSC_00973	Chromosome	947205	947912	+	708	0	0	4
SAOUHSC_00974	Chromosome	947905	948687	+	783	1	0	1
SAOUHSC_00975	Chromosome	948776	949132	-	357	12	2	6
SAOUHSC_00976	Chromosome	949716	950579	+	864	0	0	0
SAOUHSC_00977	Chromosome	950625	950756	-	132	0	0	0
SAOUHSC_00978	Chromosome	950820	951110	-	291	0	0	0
SAOUHSC_00979	Chromosome	951200	951751	+	552	0	1	0
SAOUHSC_00980	Chromosome	951802	952740	-	939	4	1	11
SAOUHSC_00981	Chromosome	952891	952995	+	105	0	0	0
SAOUHSC_00982	Chromosome	953072	954283	+	1212	1	2	3
SAOUHSC_00983	Chromosome	954270	955943	+	1674	3	2	8
SAOUHSC_00984	Chromosome	955930	956733	+	804	1	3	6
SAOUHSC_00985	Chromosome	956726	957547	+	822	11	10	24
SAOUHSC_00986	Chromosome	957786	958115	-	330	0	1	0
SAOUHSC_00987	Chromosome	958153	959334	-	1182	1	0	0
SAOUHSC_00988	Chromosome	959416	960426	-	1011	0	1	1
SAOUHSC_00989	Chromosome	960954	962108	-	1155	0	14	0
SAOUHSC_00991	Chromosome	962304	963314	-	1011	2	1	0
SAOUHSC_00992	Chromosome	963467	963886	+	420	0	0	0
SAOUHSC_00993	Chromosome	963913	964023	+	111	0	0	0
SAOUHSC_00994	Chromosome	964093	967863	-	3771	17	57	58
SAOUHSC_00995	Chromosome	968091	968525	-	435	0	0	1
SAOUHSC_00996	Chromosome	968680	969150	-	471	4	3	3
SAOUHSC_00997	Chromosome	969198	970415	-	1218	6	3	5
SAOUHSC_00998	Chromosome	970866	972059	+	1194	2	1	6
SAOUHSC_00999	Chromosome	972596	972874	-	279	12	3	14
SAOUHSC_01000	Chromosome	972883	973488	-	606	17	2	25
SAOUHSC_01001	Chromosome	973478	975466	-	1989	50	3	86
SAOUHSC_01002	Chromosome	975466	976566	-	1101	41	4	61
SAOUHSC_01003	Chromosome	976868	976990	+	123	0	0	0
SAOUHSC_01005	Chromosome	977138	977455	-	318	6	1	5
SAOUHSC_01007	Chromosome	978261	979121	-	861	3	1	8
SAOUHSC_01008	Chromosome	979385	979804	+	420	0	0	0
SAOUHSC_01009	Chromosome	979791	980915	+	1125	0	0	0
SAOUHSC_01010	Chromosome	980919	981623	+	705	0	0	0
SAOUHSC_01011	Chromosome	981623	981886	+	264	0	0	0
SAOUHSC_01012	Chromosome	981888	982559	+	672	0	0	0
SAOUHSC_01013	Chromosome	982552	984741	+	2190	2	0	0
SAOUHSC_01014	Chromosome	984720	986204	+	1485	1	0	1
SAOUHSC_01015	Chromosome	986197	987225	+	1029	0	0	0
SAOUHSC_01016	Chromosome	987228	987794	+	567	0	1	0
SAOUHSC_01017	Chromosome	987809	989287	+	1479	0	1	1
SAOUHSC_01018	Chromosome	989309	990556	+	1248	1	1	3
SAOUHSC_01019	Chromosome	990821	991627	-	807	5	1	5
SAOUHSC_01021	Chromosome	991620	993020	-	1401	15	0	6
SAOUHSC_01022	Chromosome	993035	993610	-	576	3	0	4
SAOUHSC_01023	Chromosome	993974	994093	+	120	0	0	0
SAOUHSC_01024	Chromosome	994194	994328	-	135	0	0	0
SAOUHSC_01025	Chromosome	994480	995775	+	1296	11	1	15
EBG00001047255	Chromosome	995233	995360	+	128	0	0	0
SAOUHSC_01026	Chromosome	996200	997372	+	1173	1	0	1
SAOUHSC_01027	Chromosome	997426	997968	+	543	2	1	2
SAOUHSC_01028	Chromosome	998122	998388	+	267	18	6	31
SAOUHSC_01029	Chromosome	998391	1000109	+	1719	75	41	152
SAOUHSC_01030	Chromosome	1000346	1000579	-	234	1	1	2
SAOUHSC_01031	Chromosome	1000777	1002138	+	1362	2	2	2
SAOUHSC_01032	Chromosome	1002135	1003154	+	1020	2	0	0
SAOUHSC_01034	Chromosome	1003287	1003949	+	663	3	1	1
SAOUHSC_A00992	Chromosome	1003967	1004122	+	156	0	0	0
SAOUHSC_01035	Chromosome	1004298	1005995	-	1698	24	1	38
SAOUHSC_01036	Chromosome	1005995	1006213	-	219	3	0	3
SAOUHSC_01037	Chromosome	1006242	1006364	-	123	0	0	1
SAOUHSC_01038	Chromosome	1006694	1007245	-	552	4	1	8
SAOUHSC_01039	Chromosome	1007610	1008236	+	627	6	1	9
SAOUHSC_01040	Chromosome	1008407	1009519	+	1113	58	22	82
SAOUHSC_01041	Chromosome	1009523	1010500	+	978	33	15	80
SAOUHSC_01042	Chromosome	1010591	1011883	+	1293	66	23	128
SAOUHSC_01043	Chromosome	1011887	1013293	+	1407	74	40	124
SAOUHSC_01044	Chromosome	1013461	1013736	+	276	0	0	0
SAOUHSC_01045	Chromosome	1013880	1014419	+	540	1	0	0
SAOUHSC_01046	Chromosome	1014432	1015526	+	1095	3	0	2
SAOUHSC_01047	Chromosome	1015519	1016316	+	798	0	1	2
SAOUHSC_01048	Chromosome	1016322	1017131	+	810	2	1	3
SAOUHSC_01049	Chromosome	1017131	1018204	+	1074	0	2	2
SAOUHSC_01050	Chromosome	1018278	1019297	+	1020	10	0	13
SAOUHSC_01051	Chromosome	1019580	1019999	+	420	3	1	6
SAOUHSC_01053	Chromosome	1020081	1021433	-	1353	3	0	1
SAOUHSC_01054	Chromosome	1021617	1022231	-	615	0	1	9
SAOUHSC_01055	Chromosome	1022388	1023215	+	828	1	5	4
SAOUHSC_01057	Chromosome	1023313	1023600	+	288	2	0	3
SAOUHSC_01058	Chromosome	1023662	1025509	+	1848	21	14	41
SAOUHSC_01060	Chromosome	1025649	1025816	-	168	0	0	3
SAOUHSC_01061	Chromosome	1025818	1026300	-	483	2	6	0
SAOUHSC_01062	Chromosome	1026441	1026716	+	276	2	0	4
SAOUHSC_01063	Chromosome	1027030	1028256	+	1227	4	5	3
SAOUHSC_01064	Chromosome	1028810	1032262	+	3453	38	1	62
SAOUHSC_01065	Chromosome	1032402	1033472	-	1071	3	2	10
SAOUHSC_01066	Chromosome	1033753	1034664	+	912	1	1	10
SAOUHSC_01067	Chromosome	1034689	1035150	+	462	1	1	6
SAOUHSC_01068	Chromosome	1035362	1035565	+	204	0	0	0
SAOUHSC_01069	Chromosome	1035693	1036514	+	822	5	0	3
SAOUHSC_01070	Chromosome	1036530	1036964	+	435	2	0	2
SAOUHSC_01071	Chromosome	1037027	1037953	-	927	1	0	6
SAOUHSC_01072	Chromosome	1038192	1038446	+	255	1	1	0
SAOUHSC_01073	Chromosome	1038449	1038838	-	390	0	0	2
SAOUHSC_01074	Chromosome	1038980	1039450	+	471	1	0	2
SAOUHSC_01075	Chromosome	1039452	1039934	+	483	4	0	7
SAOUHSC_01076	Chromosome	1039996	1041135	-	1140	4	6	4
SAOUHSC_01077	Chromosome	1041262	1041819	+	558	56	48	77
SAOUHSC_A01041	Chromosome	1041731	1041955	-	225	1	1	5
SAOUHSC_01078	Chromosome	1041899	1042030	+	132	6	4	13
SAOUHSC_01079	Chromosome	1042227	1044164	-	1938	1	1	1
SAOUHSC_01081	Chromosome	1044368	1045420	-	1053	7	0	7
SAOUHSC_01082	Chromosome	1045629	1046312	+	684	1	0	1
SAOUHSC_01084	Chromosome	1046312	1047388	+	1077	0	0	2
SAOUHSC_01085	Chromosome	1047415	1048263	+	849	0	1	0
SAOUHSC_01086	Chromosome	1048276	1049052	+	777	0	0	1
SAOUHSC_01087	Chromosome	1048947	1049240	+	294	1	0	0
SAOUHSC_01088	Chromosome	1049302	1050036	+	735	1	0	2
SAOUHSC_01089	Chromosome	1050055	1050378	+	324	0	0	2
SAOUHSC_01090	Chromosome	1050415	1050522	+	108	0	0	0
SAOUHSC_01091	Chromosome	1050762	1051502	+	741	0	0	0
SAOUHSC_01092	Chromosome	1051883	1052941	+	1059	5	1	6
SAOUHSC_01093	Chromosome	1052941	1055343	+	2403	8	1	14
SAOUHSC_01095	Chromosome	1055514	1056452	-	939	0	0	0
SAOUHSC_01096	Chromosome	1056822	1057082	+	261	1	0	2
SAOUHSC_01097	Chromosome	1057090	1057611	+	522	0	0	2
SAOUHSC_01098	Chromosome	1057684	1059396	+	1713	2	0	5
SAOUHSC_01099	Chromosome	1059406	1061754	+	2349	3	1	8
SAOUHSC_01100	Chromosome	1061927	1062241	+	315	18	0	22
SAOUHSC_01101	Chromosome	1062304	1062399	-	96	0	0	0
SAOUHSC_01102	Chromosome	1062634	1064346	+	1713	0	2	3
SAOUHSC_01103	Chromosome	1064670	1065284	+	615	0	1	2
SAOUHSC_01104	Chromosome	1065336	1067102	+	1767	5	2	9
SAOUHSC_01105	Chromosome	1067102	1067917	+	816	1	0	8
SAOUHSC_01106	Chromosome	1068153	1068953	+	801	2	1	6
SAOUHSC_01107	Chromosome	1068965	1069552	+	588	3	1	2
SAOUHSC_01108	Chromosome	1069545	1070048	+	504	1	0	5
SAOUHSC_01109	Chromosome	1070176	1070343	+	168	0	0	0
SAOUHSC_01110	Chromosome	1070537	1070866	+	330	11	1	6
SAOUHSC_01111	Chromosome	1071183	1071275	-	93	0	0	0
SAOUHSC_01112	Chromosome	1071235	1071636	-	402	0	0	0
SAOUHSC_01113	Chromosome	1072308	1072814	+	507	2	0	3
SAOUHSC_01114	Chromosome	1073073	1073570	+	498	0	2	1
SAOUHSC_01115	Chromosome	1073724	1074074	+	351	0	2	0
SAOUHSC_01118	Chromosome	1074500	1074745	+	246	0	1	1
SAOUHSC_A01079	Chromosome	1074797	1074952	+	156	0	0	0
SAOUHSC_01119	Chromosome	1074896	1075081	-	186	1	0	3
SAOUHSC_A01081	Chromosome	1075291	1075509	-	219	1	0	1
SAOUHSC_01120	Chromosome	1075703	1075936	-	234	0	0	6
SAOUHSC_01121	Chromosome	1076413	1077372	-	960	0	0	0
SAOUHSC_01122	Chromosome	1078045	1078191	+	147	0	0	0
SAOUHSC_01123	Chromosome	1078148	1078372	+	225	0	0	0
SAOUHSC_01124	Chromosome	1078816	1079532	-	717	0	0	1
SAOUHSC_01125	Chromosome	1079640	1080365	-	726	0	0	0
SAOUHSC_01127	Chromosome	1080460	1081185	-	726	0	0	0
SAOUHSC_01128	Chromosome	1081623	1082624	+	1002	0	0	0
SAOUHSC_01129	Chromosome	1082647	1083579	+	933	0	0	1
SAOUHSC_01130	Chromosome	1083817	1085307	+	1491	0	0	1
SAOUHSC_01131	Chromosome	1085615	1085842	+	228	0	0	0
SAOUHSC_01133	Chromosome	1086147	1087094	-	948	2	6	2
SAOUHSC_01134	Chromosome	1087343	1087531	+	189	0	1	0
SAOUHSC_01135	Chromosome	1088443	1088577	+	135	0	1	0
SAOUHSC_01136	Chromosome	1088634	1088768	+	135	0	0	0
SAOUHSC_01137	Chromosome	1088892	1089587	+	696	0	1	1
SAOUHSC_01138	Chromosome	1089696	1090136	-	441	3	0	5
SAOUHSC_01139	Chromosome	1090331	1090558	+	228	0	0	0
SAOUHSC_01140	Chromosome	1090500	1090661	-	162	1	1	0
SAOUHSC_01141	Chromosome	1090750	1091952	+	1203	0	1	3
SAOUHSC_01142	Chromosome	1092096	1092527	+	432	15	2	15
SAOUHSC_01143	Chromosome	1092564	1093478	+	915	15	5	20
SAOUHSC_01144	Chromosome	1093492	1093893	+	402	5	0	6
SAOUHSC_01145	Chromosome	1093874	1096108	+	2235	16	8	24
SAOUHSC_01146	Chromosome	1096400	1097365	+	966	3	3	7
SAOUHSC_01147	Chromosome	1097367	1098716	+	1350	4	8	4
SAOUHSC_01148	Chromosome	1098732	1100051	+	1320	8	8	15
SAOUHSC_01149	Chromosome	1100157	1101569	+	1413	34	23	61
SAOUHSC_01150	Chromosome	1101602	1102774	+	1173	47	46	71
SAOUHSC_01152	Chromosome	1103160	1103825	+	666	1	2	4
SAOUHSC_01153	Chromosome	1103849	1104517	+	669	10	7	14
SAOUHSC_01154	Chromosome	1104514	1105077	+	564	7	4	16
SAOUHSC_01155	Chromosome	1105089	1105379	+	291	3	3	1
SAOUHSC_01156	Chromosome	1105462	1106268	+	807	3	7	8
SAOUHSC_01158	Chromosome	1106292	1106909	+	618	6	20	10
SAOUHSC_01159	Chromosome	1107130	1109883	+	2754	28	26	30
SAOUHSC_01160	Chromosome	1110173	1110970	+	798	3	0	7
SAOUHSC_01161	Chromosome	1111031	1111240	-	210	0	0	0
SAOUHSC_01162	Chromosome	1111794	1112285	+	492	4	1	6
SAOUHSC_01163	Chromosome	1112285	1113202	+	918	5	1	9
SAOUHSC_01164	Chromosome	1113602	1114129	+	528	10	1	16
SAOUHSC_01165	Chromosome	1114347	1115654	+	1308	8	1	9
SAOUHSC_01166	Chromosome	1115682	1116563	+	882	6	0	5
SAOUHSC_01168	Chromosome	1116581	1117855	+	1275	9	0	11
SAOUHSC_01169	Chromosome	1117857	1118957	+	1101	5	0	6
SAOUHSC_01170	Chromosome	1118950	1122123	+	3174	21	3	19
SAOUHSC_01171	Chromosome	1122233	1122925	+	693	6	1	3
SAOUHSC_01172	Chromosome	1122925	1123536	+	612	3	1	7
SAOUHSC_01173	Chromosome	1123566	1123778	+	213	1	0	2
SAOUHSC_01174	Chromosome	1124215	1124616	+	402	0	0	2
SAOUHSC_01175	Chromosome	1124879	1126576	-	1698	7	1	12
SAOUHSC_01176	Chromosome	1126851	1127474	+	624	11	2	11
SAOUHSC_01177	Chromosome	1127474	1127692	+	219	2	0	1
SAOUHSC_01178	Chromosome	1127908	1129107	+	1200	1	2	4
SAOUHSC_01179	Chromosome	1129107	1131515	+	2409	3	8	6
SAOUHSC_01180	Chromosome	1132021	1132974	+	954	7	0	1
SAOUHSC_01181	Chromosome	1133137	1133415	-	279	1	0	1
SAOUHSC_01182	Chromosome	1133639	1134127	+	489	0	0	2
SAOUHSC_01183	Chromosome	1134120	1135055	+	936	3	0	5
SAOUHSC_01184	Chromosome	1135052	1136359	+	1308	6	2	5
SAOUHSC_01185	Chromosome	1136362	1137456	+	1095	5	0	6
SAOUHSC_01186	Chromosome	1137463	1138206	+	744	2	2	7
SAOUHSC_01187	Chromosome	1138203	1140197	+	1995	12	3	20
SAOUHSC_01188	Chromosome	1140443	1141300	+	858	2	1	0
SAOUHSC_01189	Chromosome	1141301	1141945	+	645	3	0	5
SAOUHSC_01190	Chromosome	1141952	1142593	+	642	0	1	1
SAOUHSC_01191	Chromosome	1142974	1143162	-	189	64	17	109
SAOUHSC_01192	Chromosome	1143605	1143979	+	375	3	6	6
SAOUHSC_01193	Chromosome	1143994	1145640	+	1647	16	31	38
SAOUHSC_01194	Chromosome	1145830	1147890	+	2061	1	0	6
SAOUHSC_01196	Chromosome	1148093	1148665	+	573	12	0	22
SAOUHSC_01197	Chromosome	1148670	1149656	+	987	13	0	29
SAOUHSC_01198	Chromosome	1149649	1150575	+	927	13	2	42
SAOUHSC_01199	Chromosome	1150568	1151302	+	735	24	0	48
SAOUHSC_01200	Chromosome	1151425	1151523	-	99	2	0	9
SAOUHSC_01201	Chromosome	1151545	1151778	+	234	28	9	56
SAOUHSC_01203	Chromosome	1151894	1152625	+	732	1	0	0
SAOUHSC_01204	Chromosome	1152772	1156338	+	3567	4	5	10
SAOUHSC_01205	Chromosome	1156338	1157588	+	1251	2	4	2
SAOUHSC_01206	Chromosome	1157575	1157907	+	333	3	1	3
SAOUHSC_01207	Chromosome	1157933	1159300	+	1368	9	10	18
SAOUHSC_01208	Chromosome	1159735	1160010	+	276	15	3	52
SAOUHSC_01209	Chromosome	1160198	1160701	+	504	6	1	4
SAOUHSC_01210	Chromosome	1160701	1161438	+	738	6	4	5
SAOUHSC_01211	Chromosome	1161541	1161891	+	351	44	22	78
SAOUHSC_01212	Chromosome	1162045	1162206	+	162	0	0	0
SAOUHSC_01213	Chromosome	1162135	1164741	-	2607	1	4	5
SAOUHSC_01214	Chromosome	1165142	1166026	+	885	2	0	3
SAOUHSC_01215	Chromosome	1166010	1166777	+	768	4	0	0
SAOUHSC_01216	Chromosome	1166886	1168052	+	1167	2	6	16
SAOUHSC_01218	Chromosome	1168074	1168982	+	909	6	3	8
SAOUHSC_01219	Chromosome	1169209	1170327	+	1119	0	0	0
SAOUHSC_01220	Chromosome	1170355	1171599	+	1245	1	0	0
SAOUHSC_01221	Chromosome	1171904	1172644	+	741	0	0	0
SAOUHSC_01222	Chromosome	1172818	1174893	+	2076	16	0	21
SAOUHSC_01223	Chromosome	1175049	1176356	+	1308	7	1	13
SAOUHSC_01224	Chromosome	1176773	1177669	+	897	1	1	2
SAOUHSC_01225	Chromosome	1177666	1178211	+	546	5	1	2
SAOUHSC_01226	Chromosome	1178277	1179680	+	1404	7	2	17
SAOUHSC_01228	Chromosome	1179705	1180478	+	774	5	1	7
SAOUHSC_01230	Chromosome	1180529	1180621	+	93	0	1	0
SAOUHSC_01232	Chromosome	1180857	1181588	+	732	93	53	128
SAOUHSC_01233	Chromosome	1181622	1181735	+	114	2	2	14
SAOUHSC_01234	Chromosome	1181770	1182651	+	882	68	39	96
SAOUHSC_01235	Chromosome	1182788	1183510	+	723	9	21	18
SAOUHSC_01236	Chromosome	1183529	1184083	+	555	9	20	28
SAOUHSC_01237	Chromosome	1184456	1185226	+	771	1	3	7
SAOUHSC_01238	Chromosome	1185233	1186015	+	783	7	9	13
SAOUHSC_01239	Chromosome	1186354	1187538	+	1185	9	38	9
SAOUHSC_01240	Chromosome	1187558	1189261	+	1704	12	50	28
SAOUHSC_01241	Chromosome	1189525	1193835	+	4311	12	22	17
SAOUHSC_01242	Chromosome	1194125	1194592	+	468	1	4	5
SAOUHSC_01243	Chromosome	1194613	1195788	+	1176	8	23	10
SAOUHSC_01244	Chromosome	1195809	1196093	+	285	3	6	4
SAOUHSC_01245	Chromosome	1196090	1196407	+	318	4	4	4
SAOUHSC_01246	Chromosome	1196412	1198529	+	2118	25	63	50
SAOUHSC_01247	Chromosome	1198915	1199265	+	351	3	3	8
SAOUHSC_01248	Chromosome	1199434	1200351	+	918	1	1	2
SAOUHSC_01249	Chromosome	1200366	1201337	+	972	2	1	6
SAOUHSC_01250	Chromosome	1201452	1201721	+	270	41	9	75
EBG00001047320	Chromosome	1202064	1202245	+	182	0	0	1
SAOUHSC_01251	Chromosome	1202091	1204187	+	2097	20	2	33
SAOUHSC_01252	Chromosome	1204525	1206096	+	1572	22	1	20
SAOUHSC_01253	Chromosome	1206478	1208721	+	2244	10	3	23
SAOUHSC_01254	Chromosome	1208726	1209439	+	714	1	1	1
SAOUHSC_01255	Chromosome	1209470	1210735	+	1266	1	0	9
SAOUHSC_01256	Chromosome	1210735	1212021	+	1287	1	0	4
SAOUHSC_01257	Chromosome	1212021	1212725	+	705	4	0	2
SAOUHSC_01258	Chromosome	1212830	1213657	+	828	4	1	9
SAOUHSC_01259	Chromosome	1213676	1214068	+	393	1	0	5
SAOUHSC_01260	Chromosome	1214102	1214680	+	579	4	2	2
SAOUHSC_01261	Chromosome	1214907	1216058	+	1152	1	0	3
SAOUHSC_01262	Chromosome	1216298	1217266	+	969	13	7	26
SAOUHSC_01263	Chromosome	1217620	1219179	+	1560	26	4	48
EBG00001047252	Chromosome	1219192	1219282	-	91	0	1	0
SAOUHSC_01264	Chromosome	1219476	1219691	-	216	1	0	6
SAOUHSC_01265	Chromosome	1219865	1220662	+	798	2	1	7
SAOUHSC_01266	Chromosome	1220802	1222562	+	1761	9	13	6
SAOUHSC_01267	Chromosome	1222563	1223429	+	867	7	4	8
SAOUHSC_01268	Chromosome	1223523	1223816	+	294	0	0	1
SAOUHSC_01269	Chromosome	1223950	1225494	+	1545	8	8	9
SAOUHSC_01270	Chromosome	1225495	1225860	+	366	1	2	4
SAOUHSC_01271	Chromosome	1225887	1226378	+	492	1	1	5
SAOUHSC_01272	Chromosome	1226777	1229299	+	2523	4	4	5
SAOUHSC_01273	Chromosome	1229312	1231321	+	2010	5	2	3
SAOUHSC_01274	Chromosome	1231327	1231869	+	543	2	0	5
SAOUHSC_01275	Chromosome	1232334	1233152	+	819	1	0	2
SAOUHSC_01276	Chromosome	1233281	1234777	+	1497	5	0	5
SAOUHSC_01278	Chromosome	1234935	1236608	+	1674	5	0	14
SAOUHSC_01279	Chromosome	1236758	1237672	+	915	2	0	2
SAOUHSC_01280	Chromosome	1237690	1238625	+	936	2	0	1
